ML Catalog Number,Date,Latitude,Longitude,Recordist,Media notes,Age/Sex,Average Community Rating,Filename
543339,2020-02-26,45.5575,-122.6912,Thomas Magarian,,unknown,0.0,543339.mp3
543338,2020-02-17,45.5575,-122.6912,Thomas Magarian,,unknown,0.0,543338.mp3
543337,2020-02-16,45.5575,-122.6912,Thomas Magarian,,unknown,0.0,543337.mp3
543336,2020-02-16,45.5575,-122.6912,Thomas Magarian,,unknown,0.0,543336.mp3
543335,2020-02-26,45.5575,-122.6912,Thomas Magarian,,unknown,0.0,543335.mp3
524251,2019-01-30,45.5435,-122.5763,Thomas Magarian,Flock of birds bathing in puddles and hanging out in the general area.,unknown,0.0,524251.mp3
524250,2019-01-30,45.5435,-122.5763,Thomas Magarian,Flock of birds bathing in puddles and hanging out in the general area.,unknown,0.0,524250.mp3
524249,2019-01-30,45.5435,-122.5763,Thomas Magarian,Flock of birds bathing in puddles and hanging out in the general area.,unknown,0.0,524249.mp3
524248,2019-01-30,45.5435,-122.5763,Thomas Magarian,Flock of birds bathing in puddles and hanging out in the general area.,unknown,0.0,524248.mp3
524247,2019-01-30,45.5435,-122.5763,Thomas Magarian,Flock of birds bathing in puddles and hanging out in the general area.,unknown,0.0,524247.mp3
524205,2019-01-30,45.5435,-122.5763,Thomas Magarian,Flock of birds bathing in puddles and hanging out in the general area.,unknown,0.0,524205.mp3
524204,2019-01-30,45.5435,-122.5763,Thomas Magarian,Flock of birds bathing in puddles and hanging out in the general area.,unknown,0.0,524204.mp3
524203,2019-01-30,45.5435,-122.5763,Thomas Magarian,Flock of birds bathing in puddles and hanging out in the general area.,unknown,0.0,524203.mp3
475166,2018-12-28,45.5575,-122.6912,Thomas Magarian,Recording amplified. High pass filter.,unknown,0.0,475166.mp3
475165,2018-12-28,45.5575,-122.6912,Thomas Magarian,Recording amplified. High pass filter.,unknown,0.0,475165.mp3
475164,2018-12-28,45.5575,-122.6912,Thomas Magarian,Recording amplified. High pass filter.,unknown,0.0,475164.mp3
475163,2018-12-28,45.5575,-122.6912,Thomas Magarian,Recording amplified. High pass filter.,unknown,0.0,475163.mp3
462767,2018-07-10,45.5575,-122.6912,Thomas Magarian,Recording amplified. High pass filter.,unknown,0.0,462767.mp3
462766,2018-07-10,45.5575,-122.6912,Thomas Magarian,Recording amplified. High pass filter.,unknown,0.0,462766.mp3
462765,2018-07-10,45.5575,-122.6912,Thomas Magarian,Recording amplified. High pass filter.,unknown,0.0,462765.mp3
160034,2013-03-19,48.35893,-123.7192,Ian Cruickshank,"

Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.",unknown,0.0,160034.mp3
159999,2013-03-17,48.464413,-123.373425,Ian Cruickshank,"

Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.",unknown,0.0,159999.mp3
159993,2013-03-02,48.662793,-123.452181,Ian Cruickshank,"

Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.",unknown,0.0,159993.mp3
159926,2013-02-12,48.384758,-123.507113,Ian Cruickshank,"

Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.",unknown,0.0,159926.mp3
159919,2013-02-09,48.810142,-123.426765,Ian Cruickshank,,unknown,0.0,159919.mp3
159918,2013-02-09,48.810142,-123.426765,Ian Cruickshank,,unknown,0.0,159918.mp3
159917,2013-02-09,48.810142,-123.426765,Ian Cruickshank,,unknown,0.0,159917.mp3
159876,2013-01-27,48.459362,-123.366748,Ian Cruickshank,"in flight

Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.",unknown,0.0,159876.mp3
159869,2013-01-26,48.576806,-123.37179,Ian Cruickshank,"

Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.",unknown,0.0,159869.mp3
159112,2012-08-02,48.902,-124.385,Ian Cruickshank,"juvenile

Recorded on a Marantz PMD661 recorder using a Sennheiser ME66 microphone.",unknown,0.0,159112.mp3
156530,2011-03-28,48.4598,-123.3747,Ian Cruickshank,Northwestern Crows mobbing a roosting Barred Owl.,unknown,0.0,156530.mp3
156527,2011-07-09,48.4739,-123.3773,Ian Cruickshank,"Includes many rattles, for example at 1:35, and high yelps, such as at 0:01",unknown,0.0,156527.mp3
156526,2011-07-09,48.4739,-123.3773,Ian Cruickshank,,unknown,0.0,156526.mp3
973034,2024-12-03,42.4253,-76.49,Cherylanne Garrett,4 American crows on trees outside my apartment building. ,unknown,0.0,973034.mp3
964161,2025-01-23,38.5389,-121.5381,Frank Severson,"This recording was shortened to include the best examples of the American Crow calls. In Adobe Audition, I amplified the sounds. This crow called while perched on a light pole on a neighborhood street adjacent to a field and a water retention pond. He raised from a ~45 degree posture to a ~70 degree posture, as if the calls required this amount of effort. ",unknown,0.0,964161.mp3
958966,2024-12-24,45.8401,-87.2007,Valerie Heemstra,"Unmodified recording of two crows flying together over agricultural land. This is an area frequented by Northern Ravens, Ruffed Grouse and Wild Turkeys, with natural forest of cedars, birch, and ash trees and heavy undergrowth, as well as a pine plantation (trees about 15 meters tall), and corn fields. Temperature 27 degrees F, overcast.",unknown,0.0,958966.mp3
952207,2024-11-24,33.6104,-117.7392,Cin-Ty Lee,,unknown,0.0,952207.mp3
951773,2024-11-24,38.9807,-77.0937,Daniel Parker,"Various calls of a group, possibly including a female rattle? Birds here are considered subspecies *paulus* by some authorities and *brachyrhynchos* by others.",unknown,0.0,951773.mp3
949456,2024-06-24,32.6094,-80.0653,Daniel Parker,,unknown,0.0,949456.mp3
941380,2024-04-03,40.5435,-107.0205,Sue Riffe,,unknown,0.0,941380.mp3
928007,2024-08-09,37.5268,-122.2588,Jorge Leitão,,unknown,0.0,928007.mp3
926363,2024-08-09,47.5769,-52.7082,Scott Crabtree,"Calling from the top of a utility pole in an urban environment.

Trimmed and normalized.",unknown,0.0,926363.mp3
924638,2023-02-26,44.8432,-93.3784,Michael Hurben,,unknown,0.0,924638.mp3
924636,2023-03-08,44.8432,-93.3784,Michael Hurben,,unknown,0.0,924636.mp3
924634,2023-03-09,44.8432,-93.3784,Michael Hurben,,unknown,0.0,924634.mp3
924633,2023-03-17,44.8432,-93.3784,Michael Hurben,,unknown,0.0,924633.mp3
924631,2023-03-19,44.8432,-93.3784,Michael Hurben,,unknown,0.0,924631.mp3
924626,2023-03-22,44.8432,-93.3784,Michael Hurben,,unknown,0.0,924626.mp3
924621,2023-03-30,44.8432,-93.3784,Michael Hurben,,unknown,0.0,924621.mp3
906706,2022-09-06,0.0,0.0,Jeff Stewart,"Flying directly over microphone, wingbeats audible.",unknown,0.0,906706.mp3
905503,2024-04-28,32.038,-86.2646,Bill Grantham,"Recorded with Roland R07 with Sennheiser ME66 mics.  Normalized.
American Crows alarmed over Red-shouldered Hawk.  Additional species include Common Yellow Throat, Wood Thrush, and cicadas.
Recorded along rural dirt road.",unknown,0.0,905503.mp3
899930,2024-01-20,29.4414,-83.2874,Valerie Heemstra,"Combined two consecutive recordings that were not otherwise modified, using one second silence to separate them. Recording was made only about four months after Hurricane Idalia had demolished most of the buildings on Horseshoe Beach. Construction underway on nearly every street. Litter that was scattered for miles outside the town alerted visitors of the devastation. This recording was made on a dunes trail of a crow that was calling from near the top of a pine tree where it had a good view of recordist. No other humans were nearby. Interesting variation in number of caws in a series. After the 1 second silence, there are two unusual two-syllabled caw-aws (at 6:08) which the crow made when I took a white notecard out of my pocket. There was also a long pause (almost 30 seconds) when I reversed direction on the trail near the end of the second recording (at 7:32). Temp. was 37 degrees F., cloudy becoming sunny. An armadillo was foraging nearby on the trail on my way back to the car.",unknown,0.0,899930.mp3
839179,2023-05-25,44.6322,-78.9908,Manuel Oudard,,unknown,0.0,839179.mp3
833456,2023-10-01,48.4938,-123.3735,Barry Edmonston,,unknown,0.0,833456.mp3
828487,2023-09-09,32.8695,-117.2202,Trent R. Stanley,Just finishing up a nights recording of migrating birds and this crow flew right into my microphone pattern peaking the levels on the third call.,unknown,0.0,828487.mp3
826912,2023-07-29,59.6003,-151.4086,Yoann Blanchon,High Pass Filter 500Hz 6db,unknown,0.0,826912.mp3
817992,2023-07-09,39.4483,-117.0698,Bobby Wilcox,About 15m away in aspen stand.,unknown,0.0,817992.mp3
813075,2023-06-23,45.5274,-73.5705,Andrew Sonea,"Cawing from a tree. The last 4 caws were given in flight after taking off. The whining noise in the last few seconds is from a street lamp that the crow flew by as I followed the flight path with the parabolic mic. No filters applied, normalized to -3dB.",unknown,0.0,813075.mp3
807484,2023-05-29,41.64,-70.3327,Barry Edmonston,Natural vocalizations of single individual perched in tree.,unknown,0.0,807484.mp3
792018,2023-04-09,40.1171,-75.0709,Paul Driver,,unknown,0.0,792018.mp3
762167,2022-11-16,48.1287,-124.7083,Bruce Lagerquist,Remaining birds from flock recorded in  XC762166 as they dispersed for the day,unknown,0.0,762167.mp3
762166,2022-11-16,48.1287,-124.7083,Bruce Lagerquist,"Large flock of crows in evergreen trees by the coast. I originally thought these were mobbing a bird, but they had just congregated in the AM and were calling before they dispersed. Background noise is the surf",unknown,0.0,762166.mp3
756861,1990-01-21,30.652,-96.1671,Robert Benson,Navasota River bottoms in hardword forest.,unknown,0.0,756861.mp3
753154,2022-06-15,54.6692,-124.4144,Sunny Tseng,,unknown,0.0,753154.mp3
753122,2022-05-26,54.6692,-124.4144,Sunny Tseng,,unknown,0.0,753122.mp3
726412,2022-05-14,29.554,-82.1986,PT xiao,,unknown,0.0,726412.mp3
722766,2022-05-06,31.9237,-81.0559,Russ Wigh,"There is nothing remarkable about mobbing crows, but in this case from the moment I was aware of them, about 10:00 until dafter dusk, about 19:30, a mob of crows, at times including one or more fish crows, mobbed an unseen predator continuously throughout the entire day. The following day there was no mobbing leading me to suspect that predator, high in a pine tree, was likely a Great Horned Owl, which departed after dark.",unknown,0.0,722766.mp3
713256,2022-03-16,29.2923,-82.627,Bruce Lagerquist,,unknown,0.0,713256.mp3
708836,2022-03-10,44.4271,-73.1943,Joshua Phillips,recorded at NFC station,unknown,0.0,708836.mp3
698321,2021-04-16,45.5575,-122.6912,Kate Atkins,"Observed two American crows interacting in plum tree approximately 15 feet tall. Vocalizing bird held stick in bill, vocalized as recorded, as a second bird looked on. Considering time of year, plausibly a courtship interaction was observed, including this recorded vocalization. Amplified, high pass filter. Recorded with Olympus LS-P4 Linear PCM Recorder.",unknown,0.0,698321.mp3
692655,2021-12-23,48.4644,-123.3734,Barry Edmonston,Calls with hoarse voices from a group of 35 individuals perched in four or five nearby tall evergreen trees on eastern side of Swan Lake.  ,unknown,0.0,692655.mp3
691531,2021-12-14,39.2542,-84.7499,David A. Brinkman,Six birds mobbing a large unseen raptor. Barred Owl (Strix varia) is consistently found here roosting in nearby Red Cedar (Juniperus virginiana).,unknown,0.0,691531.mp3
691189,2021-12-12,39.0078,-83.8085,Michael &amp; Katie LaTour,"A murder of crows gathered in my neighbor's field and began calling. 45 degrees, sunny, light breeze. We hear crows often but what was unique about today was that one crow in particular was enjoying him/her-self by imitating a barred owl. This mimicry went on for over an hour. Topography: A running creek flanked by trees meanders thru hills and valleys with mixed open fields and mature tree stands. Recording was trimmed, amplified, and a fade in/out was added. Zoom H4N Pro used for recording.",unknown,0.0,691189.mp3
682568,2021-10-18,41.6396,-70.3339,Barry Edmonston,Single individual calling from trees near Lake Elizabeth.,unknown,0.0,682568.mp3
682428,2021-08-24,43.7059,-65.9516,Doug Hynes,Bird recorded with an autonomous recording device in a coastal habitat,unknown,0.0,682428.mp3
667361,2021-06-13,0.0,0.0,Nick Komar,,unknown,0.0,667361.mp3
658087,2021-05-22,47.6766,-122.294,Whitney Neufeld-Kaiser,"Recorded with Voice Record Pro on iPhone7, normalized to -3dB and converted to mp3.  Beginning and end trimmed to remove noises by the recordist but otherwise no modifications.  This crow was vocalizing from an exposed rhododendron bush about 7-8 off the ground.",unknown,0.0,658087.mp3
656092,2021-06-12,42.0203,-79.2342,Jim Berry,"1 Adult Crow with 2 Juveniles. The adult was on an utility pole on one corner, the juveniles were catty-corner from it on another pole.

Light noise reduction used (electric utility pole transformer hum)Background Species: Yellow-rumped Warbler, House Wren, Black-capped Chickadee, Chipping Sparrow
",unknown,0.0,656092.mp3
653041,2021-05-02,49.8805,-97.1466,Charlie W,"Residential neighbourhood, an hour before sunset. Huge (50+) assembly of crows flying and gathering in the tops of trees in this neighbourhood, making quite a racket.  From context, I guess these are alarm calls.  

At about 00:15 you first hear a raven (lower pitched, more guttural sound), who has just flown into range.  Raven is being chased by two crows, who swoop at him; the crows seem to want to drive off the raven; a third crow join the fight.  The raven rolls and dives out of the way, calling out.  They fly out of sight.",unknown,0.0,653041.mp3
649367,2021-05-16,31.9237,-81.0559,Russ Wigh,"A small gang, 3- 5 birds, mobbing an unseen predator.  Likely a Barred Owl or a Cooper's Hawk.  A raucus sound that carries long distances.",unknown,0.0,649367.mp3
645148,2021-05-03,42.0763,-79.2427,Jim Berry,"Low Cut Filter Used100 Hz. Background Species: Chipping Sparrow, American Goldfinch, Downy Woodpecker
",unknown,0.0,645148.mp3
638328,2021-04-07,42.4655,-76.4292,Meena Haribal,,unknown,0.0,638328.mp3
630422,2020-11-14,35.2735,-120.8837,Thomas G. Graves,"A trio of American Crows.  (Sennheiser ME62 omni mic, 24 inch Roché parabola, Marantz PMD 661).",unknown,0.0,630422.mp3
630418,2021-03-12,37.3614,-118.3997,Ron Overholtz,"Audio Technica ATR 6550
Tascam DR-05
Audacity",unknown,0.0,630418.mp3
630414,2021-03-12,37.3614,-118.3997,Ron Overholtz,"Audio Technica ATR 6550
Tascam DR-05
Audacity",unknown,0.0,630414.mp3
627562,2021-03-07,48.4202,-123.3968,Barry Edmonston,"Natural calls of single individual perched about 5 meters above ground at top of sparsely-leafed tree, about 20 meters away from ocean.",unknown,0.0,627562.mp3
626214,2020-03-04,45.2823,-75.6858,Matt Osborne,"Extracted from a remote microphone recording over a roughly 2-hour interval straddling dawn.

Neewer NW-800 > Steinberg UR12 > Raven Lite > amplification and high-pass filter (made necessary due to proximity to traffic).

-10 °C, -19 °C with wind, sunny",unknown,0.0,626214.mp3
624432,2017-06-09,44.6987,-70.4215,Sue Riffe,natural vocalization,unknown,0.0,624432.mp3
612911,1982-06-04,49.0262,-122.6589,Peter Ward and Ken Hall,"/Users/peterward/Desktop/Sony ECM19B mic, 18 in parabola with Marantz cassette deck.pdf",unknown,0.0,612911.mp3
599687,2020-11-01,35.5524,-121.0947,Thomas G. Graves,"About 50 individuals in this Murder of Crows at the top of a dead Monterey Pine tree. These crows had just flown in to this location about 5 minutes before I recorded them. The tapping is from a Haiy Woodpecker on a nearby tree. (iXY Röde cardioid stereo mic, iphone 5s, Röde Rec app).",unknown,0.0,599687.mp3
597661,2000-07-18,49.5065,-123.747,Simon Elliott,,unknown,0.0,597661.mp3
595332,2020-05-14,48.4475,-68.3453,Thomas Zgirski,,unknown,0.0,595332.mp3
588916,2003-07-18,55.248,-127.6804,Simon Elliott,flock ca. 20 in trees on riverbank,unknown,0.0,588916.mp3
575220,2020-07-12,44.8398,-93.3786,Michael Hurben,,unknown,0.0,575220.mp3
574517,2020-06-23,35.4507,-82.6515,Sue Riffe,natural vocalization of 5 flying AMCR,unknown,0.0,574517.mp3
572379,2020-06-29,35.987,-87.145,Brian Hendrix,"American Crow?


Recorded unattended using Song Meter Mini from Wildlife Acoustics (evaluating hardware)
https://www.wildlifeacoustics.com/products/song-meter-mini

Brian Hendrix
Tennessee Naturalist
veteran  |  Mac guy  |  birder  |  coffee snob

iNaturalist — https://www.inaturalist.org/people/740683

eBird — https://ebird.org/profile/NDA5Nzgy/world",unknown,0.0,572379.mp3
569711,2020-06-17,31.9237,-81.0559,Russ Wigh,Harsh crow call by an individual bird,unknown,0.0,569711.mp3
569624,2020-06-17,31.9237,-81.0559,Russ Wigh,"This  raspy call is probably best described as a predator alert call to bring other crows in for defense.  In this case there were four birds.  One in one tree, three in another.  The three may well have been juvenile birds.  There were no predators in view.  Crows can be heard a great distances mobbing species such as Great Horned Owl. ",unknown,0.0,569624.mp3
568365,2020-06-14,31.9237,-81.0559,Russ Wigh,"Trying to capture all the vocalizations of crows might fill a full page of XC.  This one, in my garden, used a precise four call sequence for over two minutes.  The intervals between the series of calls varied only slightly.  There is only a little noise reduction applied here to reduce the hiss of the AudioMoth, and normalization to -09.",unknown,0.0,568365.mp3
568327,2020-06-14,42.0763,-79.2394,Jim Berry,"Normalized to -3db. High Pass filter at 250hz & Light Noise Reduction Used. Background Species: House Wren, 
",unknown,0.0,568327.mp3
561291,2020-05-23,42.0807,-79.2381,Jim Berry,2 birds calling in very close proximity to each other.  Normalized to -3db. High Pass filter at 250hz & Moderate Noise Reduction Used.,unknown,0.0,561291.mp3
556240,2019-04-18,30.36422,-81.40509,Caio Brito,,unknown,0.0,556240.mp3
550085,2020-04-19,47.7022,-122.3088,Bruce Lagerquist,Bird Flying overhead,unknown,0.0,550085.mp3
534339,2020-03-13,40.4378,-74.2658,William Whitehead,Pine Forest,unknown,0.0,534339.mp3
531505,2020-02-28,49.2775,-123.1453,Sunny Tseng,,unknown,0.0,531505.mp3
531008,2020-02-28,35.6754,-121.2844,Thomas G. Graves,"(Sennheiser ME 62 omni mic, 24 inch Roché parabola, Marantz PMD 661 recorder.)",unknown,0.0,531008.mp3
516376,2020-01-04,40.6052,-74.2495,William Whitehead,,unknown,0.0,516376.mp3
513351,2019-12-24,40.6276,-89.1095,Phoenix Birder,The crows were chasing and mobbing a barred owl that I had flushed from its roost.,unknown,0.0,513351.mp3
509703,2019-11-11,49.2427,-122.9355,Sunny Tseng,Mono with Sennheiser mic. Bird standing on the top of a tree.,unknown,0.0,509703.mp3
506622,2019-11-11,40.6052,-74.2495,William Whitehead,Rattle,unknown,0.0,506622.mp3
496358,2019-09-02,35.388,-120.8603,Thomas G. Graves,"Taken from XC496355 but edited to emphasize the ""gurgle"" calls. Timing maintained, but some loud ""caws"" removed. (Recorded with iXY Røde microphone, using RødeRec app on iPhone 5s)",unknown,0.0,496358.mp3
496356,2019-09-02,35.388,-120.8603,Thomas G. Graves,"Taken from XC496355 but edited to emphasize the ""rattle"" calls. (Recorded with iXY Røde microphone, using RødeRec app on iPhone 5s)",unknown,0.0,496356.mp3
496355,2019-09-02,35.388,-120.8603,Thomas G. Graves,"Long recording, same crows as XC496354 . (Recorded with iXY Røde microphone, using RødeRec app on iPhone 5s)",unknown,0.0,496355.mp3
496354,2019-09-02,35.388,-120.8603,Thomas G. Graves,"(Recorded with iXY Røde microphone, using RødeRec app on iPhone 5s)",unknown,0.0,496354.mp3
481933,2019-06-16,32.5752,-117.1237,Paul Marvin,"a dozen circled my head, I think they were alarmed by my microphone",unknown,0.0,481933.mp3
481136,2019-05-21,36.4728,-121.1873,Meena Haribal,"a sparrow is also calling, first three notes sound like California Towhee but trill is elongated. ",unknown,0.0,481136.mp3
480052,2019-06-06,41.9311,-88.4137,Matt Wistrand,,unknown,0.0,480052.mp3
478839,2019-06-05,34.0091,-86.1929,jon paul billingsley jr,This recording was not modified significantly. Only normalized and converted from WAV to MP3. I was only able to briefly see 2 of the crow as they flew across an open area of the pine trees. The weather was 83° and overcast.,unknown,0.0,478839.mp3
460987,2019-03-09,42.7922,-75.8101,Meena Haribal,,unknown,0.0,460987.mp3
459466,2019-02-18,38.5213,-122.9783,Nick Komar,Filtered and normalized.,unknown,0.0,459466.mp3
456644,2019-02-13,28.229,-80.813,Paul Marvin,perched at close range in oak tree,unknown,0.0,456644.mp3
454252,2019-01-30,42.1104,-71.1785,Will Sweet,,unknown,0.0,454252.mp3
451209,2018-11-07,32.8814,-116.4632,Paul Marvin,,unknown,0.0,451209.mp3
448753,2018-11-22,28.229,-80.813,Paul Marvin,four perched on vehicles in parking area,unknown,0.0,448753.mp3
424738,2018-07-12,35.1884,-111.6435,Parker Davis,"Juvenile crow preening and babbling, perched in a Ponderosa Pine next to an adult crow 

High Pass 500hz 6db

Zoom SSH6",unknown,0.0,424738.mp3
420584,2018-05-29,59.5062,-135.3281,Meena Haribal,There were people around. But of course that is where the crows are found,unknown,0.0,420584.mp3
414931,2018-05-05,47.8787,-123.7743,Nicholas Comparato,"Recorded on a Tascam DR-05 with a Polsen SCL-1075. Individual calling from top of dead tree in Lewis Meadow. Clear morning, no wind. ",unknown,0.0,414931.mp3
414021,2018-04-25,27.5835,-81.0518,Bruce Lagerquist,"Bird was sitting in live oak repeatedly calling, I presume I was either near young or nesting location. ",unknown,0.0,414021.mp3
413789,2018-05-05,34.1639,-118.6467,Steve Hampton,,unknown,0.0,413789.mp3
413030,2018-04-23,34.4565,-119.71,Thomas G. Graves,"This crow was standing in a field, then, as though answering another crow from a tree, called and flew towards the other.",unknown,0.0,413030.mp3
409010,2017-02-25,42.1696,-84.2051,Frank Lambert,,unknown,0.0,409010.mp3
406307,2017-06-17,60.1042,-149.4422,Patrik Åberg,juvenile on nest.,unknown,0.0,406307.mp3
406306,2017-06-17,60.1042,-149.4422,Patrik Åberg,juvenile on nest.,unknown,0.0,406306.mp3
406305,2017-06-17,60.1042,-149.4422,Patrik Åberg,,unknown,0.0,406305.mp3
406303,2017-06-17,60.1042,-149.4422,Patrik Åberg,,unknown,0.0,406303.mp3
404505,2018-03-04,47.6807,-122.2459,Bruce Lagerquist,Bird sitting on a wooden post in the lake near the shore,unknown,0.0,404505.mp3
393299,2017-11-03,33.839,-106.883,Thomas G. Graves,Recorded this as I was waiting for the few remaining Sandhill Cranes to take off for the morning.   Recorded with Marantz PMD 661 and Sennheiser ME 62 with Roché 24-inch parabola.,unknown,0.0,393299.mp3
388685,2016-04-29,46.2909,-84.5111,Antonio Xeira,"In a pine forest around feeders area.

Editing: None.

Equipment: Olympus WS-822 digital recorder with Audio-technica ATR 6550 shotgun.",unknown,0.0,388685.mp3
388682,2016-04-29,46.2909,-84.5111,Antonio Xeira,"In a pine forest around feeders area.

Editing: None.

Equipment: Olympus WS-822 digital recorder with Audio-technica ATR 6550 shotgun.
",unknown,0.0,388682.mp3
385023,2017-05-11,45.2463,-81.2994,Orlando Jarquín G.,,unknown,0.0,385023.mp3
383428,2017-07-29,48.4288,-123.394,Niels Krabbe,,unknown,0.0,383428.mp3
383426,2017-08-14,50.4436,-125.3955,Niels Krabbe,Begging calls from two young. Also (at 72 s) call from one of the adults.,unknown,0.0,383426.mp3
381507,2017-07-04,39.5155,-117.6211,Bobby Wilcox,"Calls from a juvenile traveling with a family group and foraging in pinyon-juniper forest, about 50ft from me.",unknown,0.0,381507.mp3
376182,2017-06-07,35.336,-120.727,Thomas G. Graves,"A stereo crow conversation: One crow was on the left side of the road at the top of a tree along a creek (sycamore?), the other was answering from the right side of the road on the top of an oak tree. Recorded with my iXY Rode mic on my iPhone (Rode Rec app).",unknown,0.0,376182.mp3
376180,2017-06-07,35.336,-120.727,Thomas G. Graves,This crow was at the top of a tree along a creek. Recorded with my iXY Rode mic on my iPhone (Rode Rec app).,unknown,0.0,376180.mp3
371062,2017-05-15,38.8817,-94.8917,Eric DeFonso,"Calls from overflying bird, receding into distance.",unknown,0.0,371062.mp3
364635,2017-04-16,35.9413,-78.7723,Brian Murphy,Mobbing behavior. Red-shoulder Hawk can be heard calling as well.  This activity went on for over an hour.,unknown,0.0,364635.mp3
363862,2017-04-10,36.0207,-78.7277,Brian Murphy,Crow had food in its mouth.,unknown,0.0,363862.mp3
361336,2017-03-24,35.2663,-120.6867,Thomas G. Graves,"As I walked up to the dock, I heard a Pied-billed Grebe call loudly, close to the dock. I sat and recorded there for about 15 minutes, but it did not call again except in the distance. I decided to list this as an American Crow recording instead of as a Soundscape as the Crow dominates, but does not start until 0:49.5.",unknown,0.0,361336.mp3
354832,2015-06-05,60.0701,-149.4443,Frank Lambert,Same individual(s) as on XC354831.,unknown,0.0,354832.mp3
354831,2015-06-05,60.0701,-149.4443,Frank Lambert,,unknown,0.0,354831.mp3
351540,2017-01-20,42.4462,-71.4134,Melani Sleder,,unknown,0.0,351540.mp3
345874,2016-12-05,28.229,-80.813,Paul Marvin,"includes fainter gurgle calls, three flying along river shore, last call after landing",unknown,0.0,345874.mp3
333146,2016-09-03,32.9876,-85.2127,Jim Holmes,,unknown,0.0,333146.mp3
332328,2016-08-04,33.0064,-117.0125,Joshua Jaeger,The crow was seen preening its feathers in the eucalyptus tree closest to the lakeside near the boat dock.  The calls recorded were gurgle calls the crow was making as it paused briefly from preening.,unknown,0.0,332328.mp3
328542,2016-07-08,42.7895,-83.1904,Antonio Xeira,"Editing: None.

Equipment: Olympus WS-822 digital recorder with Wildtronics Mono amplified parabolic microphone.",unknown,0.0,328542.mp3
325935,2016-06-28,50.9619,-118.1997,James Bradley,,unknown,0.0,325935.mp3
325096,2016-06-29,42.7335,-83.0753,Antonio Xeira,,unknown,0.0,325096.mp3
320383,2016-04-30,40.5675,-105.1272,Nick Komar,"Habitat is moderate-density residential neighborhood of Fort Collins with scattered trees, including tall conifers and cottonwoods. Recording edited for clarity. I believe this call was coming from an adult near a nest site.",unknown,0.0,320383.mp3
318014,2016-05-10,35.272,-120.6493,Thomas G. Graves,"American Crow on the apex of a 2 stroy house, chased away by Northern Mockingbird.",unknown,0.0,318014.mp3
317205,2016-05-12,39.1742,-75.5424,Jerald R,,unknown,0.0,317205.mp3
316302,2016-04-27,25.1425,-80.9255,Sue Riffe,Five individuals flying around several large oaks and singing.,unknown,0.0,316302.mp3
315688,2016-05-07,41.9625,-89.3654,Matt Wistrand,Two individuals,unknown,0.0,315688.mp3
314874,2016-04-30,32.1436,-85.0502,Jim Holmes,,unknown,0.0,314874.mp3
312752,2016-04-15,35.336,-120.727,Thomas G. Graves,"Birds up in trees over creek. Two call types noted: typical ""caw, caw, caw"", and a rattle call at beginning. Golf course adjacent to this regional park. Gun firing range 2.7 miles away.",unknown,0.0,312752.mp3
309641,2016-03-26,46.4906,-84.3529,Antonio Xeira,,unknown,0.0,309641.mp3
296308,2015-07-29,36.4887,-84.698,Antonio Xeira,,unknown,0.0,296308.mp3
293812,2015-11-21,32.9174,-85.1935,Jim Holmes,,unknown,0.0,293812.mp3
293291,2015-06-21,48.2255,-69.5575,Martin St-Michel,"Two or three individuals vocalizing from different areas. Habitat: rocky coastline, mud flats, mature mixed forest.",unknown,0.0,293291.mp3
293246,2015-06-20,48.3483,-69.389,Martin St-Michel,"Habitat: rocky coastline, mud flats.",unknown,0.0,293246.mp3
289011,2015-02-13,47.6551,-122.112,David Vander Pluym,Calling on edge of grassy field in the park.  High Pass filter ran and amplified.,unknown,0.0,289011.mp3
279723,2015-07-24,40.5689,-105.1274,Nick Komar,,unknown,0.0,279723.mp3
279721,2015-07-24,40.5689,-105.1274,Nick Komar,Calls from at least 5 birds are heard in the recording.,unknown,0.0,279721.mp3
277023,2015-08-20,48.1401,-123.1923,Greg Irving,ID based solely on location.,unknown,0.0,277023.mp3
277021,2015-08-20,48.1401,-123.1923,Greg Irving,"ID based solely on location. Juvenile begging food from adult at neighbouring campsite starting at 0:17, continuing through end of recording.",unknown,0.0,277021.mp3
268481,2015-08-15,28.229,-80.813,Paul Marvin,"pair, ranch grasslands

at first they were on my car, and then on fence, they then separately moved further",unknown,0.0,268481.mp3
233496,2015-02-11,48.4175,-122.6515,David Vander Pluym,"To me this individual sounds somewhat intermediate between American and Northwestern Crow (but maybe more American?) and is from the hybrid zone. Since there isn't a good way to upload hybrid swarms like this I uploaded it as American Crow. It was paired with an individual that sounded more Northwestern to me, but I was unable to get a recording of that bird. Both birds were feeding on the beach and in a parking lot. Recording amplified and slightly clipped from a longer  cut (clipped because of airplane noise).",unknown,0.0,233496.mp3
206082,2014-06-25,37.8951,-107.9069,Eric DeFonso,"Extended cut of close cawing, from inside stand of douglas-fir/aspen grove.",unknown,0.0,206082.mp3
